instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,percentcas,percentreg 
15886,10/30/12,4,1,10,14,0,2,1,3,0.3,0.2727,0.81,0.3582,8,118,126,0.063492063,0.936507937
15887,10/30/12,4,1,10,15,0,2,1,3,0.3,0.2879,0.87,0.2537,10,114,124,0.080645161,0.919354839
15888,10/30/12,4,1,10,16,0,2,1,3,0.3,0.2879,0.87,0.2537,15,83,98,0.153061224,0.846938776
15889,10/30/12,4,1,10,17,0,2,1,3,0.3,0.2879,0.87,0.2239,19,105,124,0.153225806,0.846774194
15890,10/30/12,4,1,10,18,0,2,1,3,0.3,0.303,0.87,0.1343,4,139,143,0.027972028,0.972027972
15891,10/30/12,4,1,10,19,0,2,1,2,0.5,0.4848,0.68,0.194,6,109,115,0.052173913,0.947826087
15892,10/30/12,4,1,10,20,0,2,1,2,0.3,0.2879,0.81,0.194,5,76,81,0.061728395,0.938271605
15893,10/30/12,4,1,10,21,0,2,1,2,0.3,0.3182,0.87,0.1045,4,60,64,0.0625,0.9375
15894,10/30/12,4,1,10,22,0,2,1,1,0.3,0.303,0.81,0.1343,2,64,66,0.03030303,0.96969697
15895,10/30/12,4,1,10,23,0,2,1,1,0.3,0.303,0.81,0.1343,3,36,39,0.076923077,0.923076923
15896,10/31/12,4,1,10,0,0,3,1,2,0.3,0.3182,0.81,0.1045,0,16,16,0,1
15897,10/31/12,4,1,10,1,0,3,1,2,0.3,0.3182,0.81,0.0896,0,8,8,0,1
15898,10/31/12,4,1,10,2,0,3,1,2,0.3,0.303,0.81,0.1343,0,7,7,0,1
15899,10/31/12,4,1,10,3,0,3,1,2,0.3,0.3182,0.81,0.1045,0,3,3,0,1
15900,10/31/12,4,1,10,4,0,3,1,2,0.3,0.2879,0.87,0.194,0,5,5,0,1
15901,10/31/12,4,1,10,5,0,3,1,2,0.3,0.303,0.81,0.1343,0,24,24,0,1
15902,10/31/12,4,1,10,6,0,3,1,1,0.3,0.303,0.81,0.1642,0,116,116,0,1
15903,10/31/12,4,1,10,7,0,3,1,2,0.3,0.303,0.87,0.1343,3,334,337,0.008902077,0.991097923
15904,10/31/12,4,1,10,8,0,3,1,1,0.32,0.3333,0.81,0.1343,6,615,621,0.009661836,0.990338164
15905,10/31/12,4,1,10,9,0,3,1,1,0.34,0.3333,0.76,0.1343,17,280,297,0.057239057,0.942760943
15906,10/31/12,4,1,10,10,0,3,1,1,0.36,0.3333,0.71,0.2836,21,147,168,0.125,0.875
15907,10/31/12,4,1,10,11,0,3,1,2,0.36,0.3485,0.66,0.2239,37,152,189,0.195767196,0.804232804
15908,10/31/12,4,1,10,12,0,3,1,1,0.4,0.4091,0.58,0.194,44,197,241,0.182572614,0.817427386
15909,10/31/12,4,1,10,13,0,3,1,1,0.42,0.4242,0.5,0.2239,22,191,213,0.103286385,0.896713615
15910,10/31/12,4,1,10,14,0,3,1,2,0.42,0.4242,0.5,0.2239,45,179,224,0.200892857,0.799107143
15911,10/31/12,4,1,10,15,0,3,1,1,0.42,0.4242,0.54,0.1642,33,197,230,0.143478261,0.856521739
15912,10/31/12,4,1,10,16,0,3,1,2,0.42,0.4242,0.54,0.2239,51,373,424,0.120283019,0.879716981
15913,10/31/12,4,1,10,17,0,3,1,2,0.4,0.4091,0.58,0.1642,39,684,723,0.053941909,0.946058091
15914,10/31/12,4,1,10,18,0,3,1,2,0.4,0.4091,0.58,0.1642,28,556,584,0.047945205,0.952054795
15915,10/31/12,4,1,10,19,0,3,1,2,0.4,0.4091,0.5,0.194,27,383,410,0.065853659,0.934146341
15916,10/31/12,4,1,10,20,0,3,1,2,0.4,0.4091,0.5,0.194,9,259,268,0.03358209,0.96641791
15917,10/31/12,4,1,10,21,0,3,1,2,0.4,0.4091,0.5,0.194,12,180,192,0.0625,0.9375
15918,10/31/12,4,1,10,22,0,3,1,1,0.36,0.3485,0.57,0.1343,18,147,165,0.109090909,0.890909091
15919,10/31/12,4,1,10,23,0,3,1,1,0.36,0.3636,0.57,0.0896,7,94,101,0.069306931,0.930693069
15920,11/1/12,4,1,11,0,0,4,1,1,0.36,0.3636,0.57,0.0896,8,52,60,0.133333333,0.866666667
15921,11/1/12,4,1,11,1,0,4,1,1,0.3,0.3182,0.75,0.1045,8,22,30,0.266666667,0.733333333
15922,11/1/12,4,1,11,2,0,4,1,1,0.32,0.3333,0.66,0.1343,10,10,20,0.5,0.5
15923,11/1/12,4,1,11,3,0,4,1,1,0.34,0.3333,0.61,0.1343,5,10,15,0.333333333,0.666666667
15924,11/1/12,4,1,11,4,0,4,1,2,0.34,0.3485,0.66,0.1045,2,8,10,0.2,0.8
15925,11/1/12,4,1,11,5,0,4,1,1,0.34,0.3333,0.66,0.1343,1,39,40,0.025,0.975
15926,11/1/12,4,1,11,6,0,4,1,1,0.34,0.3333,0.61,0.1642,2,146,148,0.013513514,0.986486486
15927,11/1/12,4,1,11,7,0,4,1,2,0.36,0.3485,0.57,0.1642,6,414,420,0.014285714,0.985714286
15928,11/1/12,4,1,11,8,0,4,1,2,0.36,0.3788,0.56,0.1045,12,668,680,0.017647059,0.982352941
15929,11/1/12,4,1,11,9,0,4,1,3,0.36,0.3636,0.57,0.1045,21,310,331,0.063444109,0.936555891
15930,11/1/12,4,1,11,10,0,4,1,3,0.36,0.3485,0.62,0.194,13,133,146,0.089041096,0.910958904
15931,11/1/12,4,1,11,11,0,4,1,3,0.36,0.3485,0.62,0.194,14,156,170,0.082352941,0.917647059
15932,11/1/12,4,1,11,12,0,4,1,3,0.38,0.3939,0.62,0.1642,23,198,221,0.104072398,0.895927602
15933,11/1/12,4,1,11,13,0,4,1,2,0.4,0.4091,0.58,0.1642,49,199,248,0.197580645,0.802419355
15934,11/1/12,4,1,11,14,0,4,1,2,0.4,0.4091,0.5,0.2239,31,154,185,0.167567568,0.832432432
15935,11/1/12,4,1,11,15,0,4,1,2,0.4,0.4091,0.54,0.1642,35,179,214,0.163551402,0.836448598
15936,11/1/12,4,1,11,16,0,4,1,2,0.4,0.4091,0.54,0.1642,31,313,344,0.090116279,0.909883721
15937,11/1/12,4,1,11,17,0,4,1,3,0.4,0.4091,0.5,0.2239,37,652,689,0.053701016,0.946298984
15938,11/1/12,4,1,11,18,0,4,1,2,0.4,0.4091,0.5,0.1642,50,628,678,0.073746313,0.926253687
15939,11/1/12,4,1,11,19,0,4,1,2,0.4,0.4091,0.5,0.1642,28,424,452,0.061946903,0.938053097
15940,11/1/12,4,1,11,20,0,4,1,2,0.38,0.3939,0.54,0.2537,16,280,296,0.054054054,0.945945946
15941,11/1/12,4,1,11,21,0,4,1,2,0.38,0.3939,0.54,0.1343,29,238,267,0.108614232,0.891385768
15942,11/1/12,4,1,11,22,0,4,1,1,0.36,0.3485,0.57,0.1642,27,175,202,0.133663366,0.866336634
15943,11/1/12,4,1,11,23,0,4,1,1,0.34,0.3333,0.57,0.1642,8,112,120,0.066666667,0.933333333
15944,11/2/12,4,1,11,0,0,5,1,1,0.34,0.3333,0.57,0.1642,10,40,50,0.2,0.8
15945,11/2/12,4,1,11,1,0,5,1,1,0.32,0.3182,0.66,0.1642,5,19,24,0.208333333,0.791666667
15946,11/2/12,4,1,11,2,0,5,1,1,0.32,0.3182,0.66,0.1642,3,7,10,0.3,0.7
15947,11/2/12,4,1,11,3,0,5,1,1,0.3,0.303,0.7,0.1642,0,3,3,0,1
15948,11/2/12,4,1,11,4,0,5,1,1,0.3,0.3182,0.7,0.1045,1,6,7,0.142857143,0.857142857
15949,11/2/12,4,1,11,5,0,5,1,2,0.32,0.3182,0.66,0.1642,1,25,26,0.038461538,0.961538462
15950,11/2/12,4,1,11,6,0,5,1,1,0.3,0.303,0.7,0.1642,2,120,122,0.016393443,0.983606557
15951,11/2/12,4,1,11,7,0,5,1,2,0.3,0.303,0.7,0.1343,8,349,357,0.022408964,0.977591036
15952,11/2/12,4,1,11,8,0,5,1,1,0.32,0.3333,0.57,0.1045,31,656,687,0.045123726,0.954876274
15953,11/2/12,4,1,11,9,0,5,1,1,0.34,0.3485,0.53,0.1045,27,355,382,0.070680628,0.929319372
15954,11/2/12,4,1,11,10,0,5,1,1,0.38,0.3939,0.46,0.2985,21,183,204,0.102941176,0.897058824
15955,11/2/12,4,1,11,11,0,5,1,1,0.42,0.4242,0.41,0.4179,42,179,221,0.190045249,0.809954751
15956,11/2/12,4,1,11,12,0,5,1,1,0.42,0.4242,0.41,0.3582,52,240,292,0.178082192,0.821917808
15957,11/2/12,4,1,11,13,0,5,1,1,0.4,0.4091,0.43,0.3582,64,230,294,0.217687075,0.782312925
15958,11/2/12,4,1,11,14,0,5,1,2,0.4,0.4091,0.4,0.4925,63,199,262,0.240458015,0.759541985
15959,11/2/12,4,1,11,15,0,5,1,2,0.4,0.4091,0.4,0.4179,51,255,306,0.166666667,0.833333333
15960,11/2/12,4,1,11,16,0,5,1,1,0.38,0.3939,0.4,0.3284,48,373,421,0.114014252,0.885985748
15961,11/2/12,4,1,11,17,0,5,1,1,0.38,0.3939,0.4,0.3284,57,581,638,0.089341693,0.910658307
15962,11/2/12,4,1,11,18,0,5,1,2,0.38,0.3939,0.43,0.3284,32,490,522,0.061302682,0.938697318
15963,11/2/12,4,1,11,19,0,5,1,2,0.38,0.3939,0.43,0.2985,38,336,374,0.101604278,0.898395722
15964,11/2/12,4,1,11,20,0,5,1,2,0.36,0.3333,0.46,0.4179,14,207,221,0.063348416,0.936651584
15965,11/2/12,4,1,11,21,0,5,1,2,0.36,0.3333,0.46,0.3582,23,133,156,0.147435897,0.852564103
15966,11/2/12,4,1,11,22,0,5,1,1,0.36,0.3333,0.46,0.2537,14,135,149,0.093959732,0.906040268
15967,11/2/12,4,1,11,23,0,5,1,1,0.34,0.303,0.53,0.2985,11,108,119,0.092436975,0.907563025
15968,11/3/12,4,1,11,0,0,6,0,1,0.34,0.3333,0.53,0.1642,9,99,108,0.083333333,0.916666667
15969,11/3/12,4,1,11,1,0,6,0,2,0.34,0.303,0.49,0.3284,6,83,89,0.06741573,0.93258427
15970,11/3/12,4,1,11,2,0,6,0,2,0.34,0.3182,0.49,0.2537,10,36,46,0.217391304,0.782608696
15971,11/3/12,4,1,11,3,0,6,0,2,0.34,0.3182,0.49,0.2537,6,22,28,0.214285714,0.785714286
15972,11/3/12,4,1,11,4,0,6,0,2,0.32,0.303,0.49,0.2985,8,8,16,0.5,0.5
15973,11/3/12,4,1,11,5,0,6,0,2,0.32,0.303,0.49,0.2537,1,8,9,0.111111111,0.888888889
15974,11/3/12,4,1,11,6,0,6,0,2,0.32,0.3182,0.49,0.194,4,17,21,0.19047619,0.80952381
15975,11/3/12,4,1,11,7,0,6,0,2,0.32,0.303,0.49,0.2537,1,58,59,0.016949153,0.983050847
15976,11/3/12,4,1,11,8,0,6,0,2,0.34,0.303,0.46,0.2985,10,132,142,0.070422535,0.929577465
15977,11/3/12,4,1,11,9,0,6,0,2,0.34,0.303,0.49,0.2985,31,188,219,0.141552511,0.858447489
15978,11/3/12,4,1,11,10,0,6,0,1,0.36,0.3333,0.46,0.3881,68,260,328,0.207317073,0.792682927
15979,11/3/12,4,1,11,11,0,6,0,2,0.36,0.3333,0.46,0.3881,56,284,340,0.164705882,0.835294118
15980,11/3/12,4,1,11,12,0,6,0,2,0.36,0.3182,0.46,0.4627,74,320,394,0.187817259,0.812182741
15981,11/3/12,4,1,11,13,0,6,0,2,0.36,0.3333,0.46,0.3582,110,339,449,0.244988864,0.755011136
15982,11/3/12,4,1,11,14,0,6,0,2,0.36,0.3333,0.5,0.3284,136,319,455,0.298901099,0.701098901
15983,11/3/12,4,1,11,15,0,6,0,2,0.36,0.3182,0.46,0.4478,117,331,448,0.261160714,0.738839286
15984,11/3/12,4,1,11,16,0,6,0,2,0.36,0.3333,0.46,0.3284,108,292,400,0.27,0.73
15985,11/3/12,4,1,11,17,0,6,0,2,0.36,0.3333,0.46,0.2985,112,298,410,0.273170732,0.726829268
15986,11/3/12,4,1,11,18,0,6,0,2,0.36,0.3333,0.46,0.2836,58,239,297,0.195286195,0.804713805
15987,11/3/12,4,1,11,19,0,6,0,1,0.36,0.3485,0.5,0.1642,22,217,239,0.092050209,0.907949791
15988,11/3/12,4,1,11,20,0,6,0,1,0.34,0.3333,0.53,0.1343,23,158,181,0.127071823,0.872928177
15989,11/3/12,4,1,11,21,0,6,0,1,0.34,0.3485,0.53,0.1045,31,135,166,0.186746988,0.813253012
15990,11/3/12,4,1,11,22,0,6,0,1,0.32,0.3333,0.57,0.1045,13,133,146,0.089041096,0.910958904
15991,11/3/12,4,1,11,23,0,6,0,1,0.32,0.3333,0.57,0.1045,15,133,148,0.101351351,0.898648649
15992,11/4/12,4,1,11,0,0,0,0,1,0.3,0.3182,0.61,0.1045,5,97,102,0.049019608,0.950980392
15993,11/4/12,4,1,11,1,0,0,0,1,0.26,0.2879,0.81,0.0896,26,139,165,0.157575758,0.842424242
15994,11/4/12,4,1,11,2,0,0,0,1,0.3,0.3333,0.65,0,6,31,37,0.162162162,0.837837838
15995,11/4/12,4,1,11,3,0,0,0,1,0.28,0.2879,0.61,0.1045,1,10,11,0.090909091,0.909090909
15996,11/4/12,4,1,11,4,0,0,0,1,0.26,0.2727,0.65,0.1343,2,7,9,0.222222222,0.777777778
15997,11/4/12,4,1,11,5,0,0,0,1,0.26,0.2727,0.65,0.1045,0,5,5,0,1
15998,11/4/12,4,1,11,6,0,0,0,1,0.28,0.2879,0.61,0.1343,2,14,16,0.125,0.875
15999,11/4/12,4,1,11,7,0,0,0,1,0.26,0.2727,0.65,0.1045,11,39,50,0.22,0.78
16000,11/4/12,4,1,11,8,0,0,0,1,0.3,0.303,0.56,0.1343,34,115,149,0.228187919,0.771812081
16001,11/4/12,4,1,11,9,0,0,0,1,0.32,0.3333,0.53,0,56,161,217,0.258064516,0.741935484
16002,11/4/12,4,1,11,10,0,0,0,1,0.34,0.3333,0.49,0.194,73,287,360,0.202777778,0.797222222
16003,11/4/12,4,1,11,11,0,0,0,1,0.38,0.3939,0.46,0.2239,134,311,445,0.301123596,0.698876404
16004,11/4/12,4,1,11,12,0,0,0,1,0.38,0.3939,0.46,0.2239,150,354,504,0.297619048,0.702380952
16005,11/4/12,4,1,11,13,0,0,0,1,0.4,0.4091,0.43,0.2239,122,371,493,0.247464503,0.752535497
16006,11/4/12,4,1,11,14,0,0,0,1,0.4,0.4091,0.4,0.194,149,360,509,0.292730845,0.707269155
16007,11/4/12,4,1,11,15,0,0,0,1,0.4,0.4091,0.4,0.2239,149,300,449,0.331848552,0.668151448
16008,11/4/12,4,1,11,16,0,0,0,1,0.4,0.4091,0.4,0.3284,119,316,435,0.273563218,0.726436782
16009,11/4/12,4,1,11,17,0,0,0,1,0.36,0.3485,0.43,0.194,57,270,327,0.174311927,0.825688073
16010,11/4/12,4,1,11,18,0,0,0,1,0.36,0.3485,0.43,0.2239,31,206,237,0.130801688,0.869198312
16011,11/4/12,4,1,11,19,0,0,0,1,0.36,0.3333,0.43,0.2537,24,203,227,0.105726872,0.894273128
16012,11/4/12,4,1,11,20,0,0,0,1,0.32,0.2879,0.53,0.3582,7,134,141,0.04964539,0.95035461
16013,11/4/12,4,1,11,21,0,0,0,1,0.3,0.2727,0.52,0.2985,16,71,87,0.183908046,0.816091954
16014,11/4/12,4,1,11,22,0,0,0,1,0.3,0.2879,0.52,0.2836,15,64,79,0.189873418,0.810126582
16015,11/4/12,4,1,11,23,0,0,0,2,0.3,0.303,0.56,0.1642,12,41,53,0.226415094,0.773584906
16016,11/5/12,4,1,11,0,0,1,1,2,0.3,0.2879,0.56,0.194,3,20,23,0.130434783,0.869565217
16017,11/5/12,4,1,11,1,0,1,1,2,0.3,0.303,0.56,0.1642,0,8,8,0,1
16018,11/5/12,4,1,11,2,0,1,1,2,0.3,0.303,0.56,0.1642,2,4,6,0.333333333,0.666666667
16019,11/5/12,4,1,11,3,0,1,1,2,0.3,0.2879,0.56,0.2239,1,3,4,0.25,0.75
16020,11/5/12,4,1,11,4,0,1,1,2,0.3,0.2879,0.52,0.2537,5,11,16,0.3125,0.6875
16021,11/5/12,4,1,11,5,0,1,1,2,0.3,0.2727,0.52,0.3284,1,38,39,0.025641026,0.974358974
16022,11/5/12,4,1,11,6,0,1,1,2,0.3,0.2879,0.49,0.2836,4,135,139,0.028776978,0.971223022
16023,11/5/12,4,1,11,7,0,1,1,2,0.3,0.2879,0.49,0.2537,8,453,461,0.017353579,0.982646421
16024,11/5/12,4,1,11,8,0,1,1,2,0.3,0.2879,0.49,0.2239,19,629,648,0.029320988,0.970679012
16025,11/5/12,4,1,11,9,0,1,1,2,0.3,0.2879,0.52,0.2836,18,239,257,0.070038911,0.929961089
16026,11/5/12,4,1,11,10,0,1,1,1,0.32,0.303,0.49,0.2836,30,112,142,0.211267606,0.788732394
16027,11/5/12,4,1,11,11,0,1,1,1,0.34,0.3182,0.46,0.2239,31,119,150,0.206666667,0.793333333
16028,11/5/12,4,1,11,12,0,1,1,1,0.36,0.3333,0.43,0.3284,38,206,244,0.155737705,0.844262295
16029,11/5/12,4,1,11,13,0,1,1,1,0.36,0.3333,0.4,0.2537,39,183,222,0.175675676,0.824324324
16030,11/5/12,4,1,11,14,0,1,1,1,0.38,0.3939,0.4,0.1642,31,165,196,0.158163265,0.841836735
16031,11/5/12,4,1,11,15,0,1,1,1,0.38,0.3939,0.4,0.2836,24,207,231,0.103896104,0.896103896
16032,11/5/12,4,1,11,16,0,1,1,1,0.36,0.3333,0.43,0.2836,35,325,360,0.097222222,0.902777778
16033,11/5/12,4,1,11,17,0,1,1,1,0.34,0.3182,0.46,0.2239,34,604,638,0.053291536,0.946708464
16034,11/5/12,4,1,11,18,0,1,1,1,0.34,0.3182,0.46,0.2239,19,523,542,0.035055351,0.964944649
16035,11/5/12,4,1,11,19,0,1,1,1,0.32,0.3182,0.49,0.1642,11,361,372,0.029569892,0.970430108
16036,11/5/12,4,1,11,20,0,1,1,1,0.32,0.303,0.49,0.2537,13,228,241,0.053941909,0.946058091
16037,11/5/12,4,1,11,21,0,1,1,1,0.3,0.2879,0.52,0.2836,8,144,152,0.052631579,0.947368421
16038,11/5/12,4,1,11,22,0,1,1,1,0.28,0.2727,0.56,0.194,4,111,115,0.034782609,0.965217391
16039,11/5/12,4,1,11,23,0,1,1,1,0.26,0.2727,0.6,0.1343,0,53,53,0,1
16040,11/6/12,4,1,11,0,0,2,1,1,0.24,0.2576,0.6,0.1045,1,18,19,0.052631579,0.947368421
16041,11/6/12,4,1,11,1,0,2,1,1,0.24,0.2424,0.6,0.1642,0,8,8,0,1
16042,11/6/12,4,1,11,2,0,2,1,1,0.24,0.2576,0.65,0.0896,0,2,2,0,1
16043,11/6/12,4,1,11,3,0,2,1,1,0.22,0.2424,0.64,0.1045,0,4,4,0,1
16044,11/6/12,4,1,11,4,0,2,1,1,0.22,0.2576,0.69,0.0896,0,7,7,0,1
16045,11/6/12,4,1,11,5,0,2,1,2,0.22,0.2273,0.64,0.194,1,40,41,0.024390244,0.975609756
16046,11/6/12,4,1,11,6,0,2,1,1,0.22,0.2273,0.69,0.1343,6,143,149,0.040268456,0.959731544
16047,11/6/12,4,1,11,7,0,2,1,1,0.2,0.2121,0.69,0.1642,9,378,387,0.023255814,0.976744186
16048,11/6/12,4,1,11,8,0,2,1,1,0.22,0.2273,0.69,0.1642,20,568,588,0.034013605,0.965986395
16049,11/6/12,4,1,11,9,0,2,1,1,0.26,0.2576,0.6,0.1642,25,338,363,0.068870523,0.931129477
16050,11/6/12,4,1,11,10,0,2,1,1,0.3,0.2879,0.49,0.194,41,189,230,0.17826087,0.82173913
16051,11/6/12,4,1,11,11,0,2,1,1,0.32,0.3333,0.45,0.1343,39,177,216,0.180555556,0.819444444
16052,11/6/12,4,1,11,12,0,2,1,1,0.32,0.3333,0.45,0.1343,31,217,248,0.125,0.875
16053,11/6/12,4,1,11,13,0,2,1,1,0.34,0.3333,0.46,0.1343,46,232,278,0.165467626,0.834532374
16054,11/6/12,4,1,11,14,0,2,1,1,0.36,0.3636,0.4,0.1045,44,196,240,0.183333333,0.816666667
16055,11/6/12,4,1,11,15,0,2,1,1,0.34,0.3182,0.46,0.2537,45,227,272,0.165441176,0.834558824
16056,11/6/12,4,1,11,16,0,2,1,1,0.34,0.3333,0.46,0.1642,33,369,402,0.082089552,0.917910448
16057,11/6/12,4,1,11,17,0,2,1,1,0.32,0.303,0.53,0.2239,30,597,627,0.04784689,0.95215311
16058,11/6/12,4,1,11,18,0,2,1,1,0.32,0.303,0.57,0.2985,20,477,497,0.040241449,0.959758551
16059,11/6/12,4,1,11,19,0,2,1,1,0.3,0.2879,0.56,0.2239,15,356,371,0.040431267,0.959568733
16060,11/6/12,4,1,11,20,0,2,1,1,0.3,0.2879,0.61,0.2239,10,218,228,0.043859649,0.956140351
16061,11/6/12,4,1,11,21,0,2,1,2,0.3,0.2879,0.56,0.2537,14,137,151,0.092715232,0.907284768
16062,11/6/12,4,1,11,22,0,2,1,2,0.3,0.2879,0.56,0.2239,17,136,153,0.111111111,0.888888889
16063,11/6/12,4,1,11,23,0,2,1,1,0.3,0.2879,0.56,0.2239,19,186,205,0.092682927,0.907317073
16064,11/7/12,4,1,11,0,0,3,1,2,0.3,0.2879,0.56,0.2836,49,234,283,0.173144876,0.826855124
16065,11/7/12,4,1,11,1,0,3,1,2,0.28,0.2727,0.61,0.2537,6,86,92,0.065217391,0.934782609
16066,11/7/12,4,1,11,2,0,3,1,2,0.28,0.2576,0.56,0.2985,6,68,74,0.081081081,0.918918919
16067,11/7/12,4,1,11,3,0,3,1,2,0.28,0.2576,0.52,0.3284,2,9,11,0.181818182,0.818181818
16068,11/7/12,4,1,11,4,0,3,1,2,0.28,0.2576,0.52,0.2985,0,9,9,0,1
16069,11/7/12,4,1,11,5,0,3,1,2,0.28,0.2576,0.52,0.3284,0,27,27,0,1
16070,11/7/12,4,1,11,6,0,3,1,2,0.26,0.2424,0.56,0.2836,3,115,118,0.025423729,0.974576271
16071,11/7/12,4,1,11,7,0,3,1,2,0.26,0.2273,0.56,0.2985,5,314,319,0.015673981,0.984326019
16072,11/7/12,4,1,11,8,0,3,1,2,0.26,0.2424,0.6,0.2836,18,583,601,0.029950083,0.970049917
16073,11/7/12,4,1,11,9,0,3,1,2,0.26,0.2424,0.6,0.2836,17,351,368,0.046195652,0.953804348
16074,11/7/12,4,1,11,10,0,3,1,2,0.28,0.2576,0.56,0.2985,27,151,178,0.151685393,0.848314607
16075,11/7/12,4,1,11,11,0,3,1,2,0.32,0.2879,0.51,0.3582,15,132,147,0.102040816,0.897959184
16076,11/7/12,4,1,11,12,0,3,1,2,0.32,0.303,0.53,0.2836,24,188,212,0.113207547,0.886792453
16077,11/7/12,4,1,11,13,0,3,1,2,0.32,0.303,0.53,0.2537,23,158,181,0.127071823,0.872928177
16078,11/7/12,4,1,11,14,0,3,1,2,0.32,0.2879,0.53,0.3582,19,142,161,0.118012422,0.881987578
16079,11/7/12,4,1,11,15,0,3,1,2,0.32,0.303,0.53,0.2985,20,178,198,0.101010101,0.898989899
16080,11/7/12,4,1,11,16,0,3,1,2,0.32,0.2879,0.53,0.3582,23,250,273,0.084249084,0.915750916
16081,11/7/12,4,1,11,17,0,3,1,2,0.32,0.2879,0.53,0.3881,16,501,517,0.030947776,0.969052224
16082,11/7/12,4,1,11,18,0,3,1,2,0.32,0.2879,0.53,0.3582,17,448,465,0.03655914,0.96344086
16083,11/7/12,4,1,11,19,0,3,1,2,0.3,0.2727,0.56,0.2985,17,302,319,0.053291536,0.946708464
16084,11/7/12,4,1,11,20,0,3,1,2,0.32,0.303,0.49,0.3284,7,249,256,0.02734375,0.97265625
16085,11/7/12,4,1,11,21,0,3,1,2,0.32,0.303,0.49,0.2985,5,121,126,0.03968254,0.96031746
16086,11/7/12,4,1,11,22,0,3,1,3,0.3,0.2879,0.56,0.2537,4,56,60,0.066666667,0.933333333
16087,11/7/12,4,1,11,23,0,3,1,3,0.28,0.2727,0.65,0.2239,3,37,40,0.075,0.925
16088,11/8/12,4,1,11,0,0,4,1,3,0.28,0.2727,0.61,0.2239,1,14,15,0.066666667,0.933333333
16089,11/8/12,4,1,11,1,0,4,1,3,0.3,0.2727,0.52,0.3582,1,11,12,0.083333333,0.916666667
16090,11/8/12,4,1,11,2,0,4,1,2,0.3,0.2879,0.49,0.2239,1,5,6,0.166666667,0.833333333
16091,11/8/12,4,1,11,4,0,4,1,2,0.3,0.2879,0.45,0.2836,1,9,10,0.1,0.9
16092,11/8/12,4,1,11,5,0,4,1,2,0.3,0.2879,0.42,0.2239,0,35,35,0,1
16093,11/8/12,4,1,11,6,0,4,1,1,0.3,0.2879,0.39,0.2239,2,122,124,0.016129032,0.983870968
16094,11/8/12,4,1,11,7,0,4,1,1,0.28,0.2576,0.36,0.3881,12,411,423,0.028368794,0.971631206
16095,11/8/12,4,1,11,8,0,4,1,1,0.3,0.2879,0.33,0.2836,16,652,668,0.023952096,0.976047904
16096,11/8/12,4,1,11,9,0,4,1,1,0.32,0.2879,0.31,0.3582,22,253,275,0.08,0.92
16097,11/8/12,4,1,11,10,0,4,1,1,0.32,0.303,0.31,0.3284,13,148,161,0.080745342,0.919254658
16098,11/8/12,4,1,11,11,0,4,1,1,0.36,0.3333,0.29,0.3881,16,155,171,0.093567251,0.906432749
16099,11/8/12,4,1,11,12,0,4,1,1,0.4,0.4091,0.24,0.4925,33,202,235,0.140425532,0.859574468
16100,11/8/12,4,1,11,13,0,4,1,1,0.44,0.4394,0.18,0.4179,33,195,228,0.144736842,0.855263158
16101,11/8/12,4,1,11,14,0,4,1,1,0.44,0.4394,0.18,0.4179,33,149,182,0.181318681,0.818681319
16102,11/8/12,4,1,11,15,0,4,1,1,0.44,0.4394,0.18,0.4179,32,201,233,0.137339056,0.862660944
16103,11/8/12,4,1,11,16,0,4,1,1,0.42,0.4242,0.16,0.3881,18,321,339,0.053097345,0.946902655
16104,11/8/12,4,1,11,17,0,4,1,1,0.4,0.4091,0.2,0.2985,36,556,592,0.060810811,0.939189189
16105,11/8/12,4,1,11,18,0,4,1,1,0.4,0.4091,0.24,0.4179,16,491,507,0.031558185,0.968441815
16106,11/8/12,4,1,11,19,0,4,1,1,0.38,0.3939,0.27,0.3582,14,359,373,0.037533512,0.962466488
16107,11/8/12,4,1,11,20,0,4,1,1,0.38,0.3939,0.29,0.4627,10,235,245,0.040816327,0.959183673
16108,11/8/12,4,1,11,21,0,4,1,1,0.36,0.3333,0.37,0.3881,11,222,233,0.0472103,0.9527897
16109,11/8/12,4,1,11,22,0,4,1,1,0.34,0.303,0.42,0.2985,14,147,161,0.086956522,0.913043478
16110,11/8/12,4,1,11,23,0,4,1,1,0.34,0.303,0.46,0.3582,5,82,87,0.057471264,0.942528736
16111,11/9/12,4,1,11,0,0,5,1,1,0.34,0.303,0.49,0.3284,9,46,55,0.163636364,0.836363636
16112,11/9/12,4,1,11,1,0,5,1,1,0.32,0.303,0.53,0.2836,3,17,20,0.15,0.85
16113,11/9/12,4,1,11,2,0,5,1,1,0.32,0.303,0.53,0.2537,1,11,12,0.083333333,0.916666667
16114,11/9/12,4,1,11,3,0,5,1,1,0.32,0.2879,0.53,0.4179,3,6,9,0.333333333,0.666666667
16115,11/9/12,4,1,11,4,0,5,1,1,0.32,0.2879,0.53,0.3582,0,14,14,0,1
16116,11/9/12,4,1,11,5,0,5,1,1,0.3,0.2879,0.56,0.194,2,25,27,0.074074074,0.925925926
16117,11/9/12,4,1,11,6,0,5,1,1,0.26,0.2727,0.65,0.1045,5,126,131,0.038167939,0.961832061
